Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
10.0,69,2.4423470353692043,10.0,1,1007.75,1,1,7.0,0,1
21.0,60,2.917770732084279,62.0,1,1010.93,0,0,3.5,2,2
23.0,70,2.740840023925201,64.0,3,1014.51,3,1,3.5,2,2
0.0,63,2.0149030205422647,63.0,3,989.02,0,3,1.5,1,3
25.0,49,2.302585092994046,17.0,1,1016.51,5,1,6.5,2,0
-7.0,94,2.8622008809294686,86.0,3,995.55,1,3,3.5,1,3
30.0,61,2.5649493574615367,20.0,1,1018.24,1,2,5.5,0,1
0.0,94,2.1400661634962708,63.0,3,981.13,0,3,2.0,1,3
25.0,109,3.091042453358316,80.0,1,1014.22,0,2,8.0,1,1
29.0,74,2.0149030205422647,33.0,3,1010.9,1,1,8.0,0,1
10.0,77,2.9444389791664403,62.0,3,1002.6,3,2,3.0,0,2
23.0,64,2.1400661634962708,47.0,1,1015.4,4,2,6.0,2,1
-3.0,86,2.4423470353692043,60.0,3,997.64,1,3,1.5,1,3
1.0,79,2.995732273553991,95.0,1,987.57,13,3,2.0,2,3
3.0,96,1.6094379124341003,95.0,3,992.62,1,3,4.0,1,3
26.0,53,2.302585092994046,2.0,1,1022.27,9,2,9.0,1,0
18.0,68,2.6390573296152584,32.0,1,1006.26,3,1,5.5,1,1
-4.0,97,2.970414465569701,86.0,3,985.92,0,3,1.0,2,3
14.0,66,1.6094379124341003,29.0,1,1009.07,1,0,6.5,1,1
-6.0,75,2.6741486494265287,54.0,3,991.67,0,3,2.0,1,3
-4.0,89,2.9444389791664403,87.0,1,987.18,1,3,3.0,2,3
14.0,92,2.6390573296152584,98.0,1,1005.5,1,3,3.5,2,2
17.0,85,2.8622008809294686,79.0,3,1017.45,3,2,4.0,2,2
25.0,51,2.0794415416798357,18.0,0,1028.26,8,2,9.5,1,0
34.0,78,2.6741486494265287,17.0,3,1014.32,3,3,9.0,0,1
21.0,57,0.6931471805599453,21.0,1,1014.06,3,1,7.5,1,1
17.0,91,3.1780538303479458,83.0,3,1006.18,9,0,5.5,2,1
37.0,66,1.9459101490553132,11.0,0,1029.68,9,2,10.0,1,0
11.0,67,2.1972245773362196,17.0,1,1005.72,4,1,6.0,1,1
11.0,52,1.252762968495368,44.0,3,1004.77,2,3,8.5,2,1
30.0,84,1.8718021769015913,106.0,1,1002.48,6,0,2.5,2,1
-8.0,75,2.3513752571634776,56.0,1,998.57,0,3,5.0,1,3
3.0,85,3.7256934272366524,96.0,3,990.66,0,3,4.0,2,3
18.0,61,2.6741486494265287,28.0,1,1016.33,3,0,6.0,1,1
27.0,63,2.1400661634962708,45.0,1,1016.25,3,0,5.5,2,1
6.0,76,2.5649493574615367,32.0,3,976.45,7,1,3.0,0,1
2.0,88,1.5040773967762742,65.0,3,980.94,1,3,1.0,1,3
-6.0,87,2.5257286443082556,109.0,1,993.89,11,3,3.0,2,3
58.0,76,3.3141860046725258,97.0,1,1006.48,7,3,7.0,0,1
40.0,32,1.3862943611198906,4.0,0,1010.25,7,0,7.5,2,0
41.0,41,2.302585092994046,3.0,1,1025.31,11,0,6.0,2,0
36.0,39,2.3978952727983707,6.0,0,1013.25,10,2,9.0,2,0
28.0,92,2.9444389791664403,98.0,3,1004.7,0,3,4.5,1,2
-4.0,84,2.6741486494265287,99.0,3,992.85,1,3,1.5,1,3
10.0,87,2.6026896854443837,57.0,3,993.1,3,3,5.0,0,2
14.0,81,2.0149030205422647,82.0,3,1010.85,0,0,2.0,0,2
16.0,69,2.2512917986064953,22.0,1,1006.42,3,2,8.0,1,1
-10.0,80,2.8903717578961645,84.0,3,980.93,1,3,2.5,2,3
17.0,81,3.449987545831587,88.0,3,994.03,1,0,5.0,1,2
18.0,79,2.4423470353692043,37.0,1,1016.76,3,2,8.0,1,1
19.0,65,1.3862943611198906,41.0,3,1012.48,2,0,6.5,1,1
31.0,55,2.1972245773362196,33.0,3,1006.48,1,2,6.5,0,1
28.0,67,2.3978952727983707,42.0,1,1011.76,2,2,5.0,1,1
2.0,72,2.8622008809294686,57.0,3,994.53,1,3,4.5,2,3
-2.0,79,1.3862943611198906,98.0,3,988.81,1,3,3.0,1,3
-9.0,92,2.0149030205422647,90.0,3,998.63,1,3,5.0,1,3
19.0,72,0.6931471805599453,33.0,1,1010.56,4,3,5.5,0,1
-7.0,86,2.8903717578961645,95.0,3,999.62,1,3,1.0,2,3
68.0,70,1.0986122886681098,71.0,0,1013.06,4,2,8.0,0,0
12.0,78,2.4849066497880004,66.0,3,1006.86,0,0,3.0,1,2
39.0,63,0.9162907318741551,15.0,0,1027.49,10,0,9.5,2,0
41.0,39,2.1972245773362196,8.0,0,1017.26,9,3,6.5,2,0
0.0,92,2.8622008809294686,80.0,3,987.42,1,3,4.0,2,3
3.0,91,2.3513752571634776,64.0,3,993.39,1,3,2.0,1,3
4.0,66,1.5040773967762742,95.0,3,994.68,0,3,4.5,2,3
33.0,63,1.791759469228055,96.0,3,1019.09,0,1,2.0,2,2
29.0,65,0.6931471805599453,5.0,0,1014.66,5,1,8.5,1,0
11.0,65,1.9459101490553132,53.0,1,1003.38,1,1,4.5,0,2
-2.0,66,2.970414465569701,76.0,1,987.65,1,3,5.0,1,3
23.0,99,2.803360380906535,80.0,1,1004.44,0,1,1.0,2,2
39.0,26,1.9459101490553132,8.0,0,1017.33,5,0,8.5,1,0
1.0,93,2.70805020110221,56.0,3,992.89,0,3,2.5,1,3
-7.0,99,1.252762968495368,53.0,3,997.66,0,3,4.5,1,3
53.0,90,2.8622008809294686,78.0,1,1014.31,12,3,3.0,0,1
22.0,24,2.1972245773362196,3.0,0,1029.3,8,0,10.0,0,0
-8.0,72,1.252762968495368,86.0,1,992.17,0,3,3.5,2,3
11.0,72,0.6931471805599453,46.0,3,1015.33,2,3,5.0,0,1
24.0,53,1.6094379124341003,28.0,1,1010.46,1,3,7.5,2,1
28.0,69,2.2512917986064953,83.0,1,1012.89,2,1,1.0,1,2
21.0,75,0.6931471805599453,15.0,1,1005.52,1,3,8.5,2,1
16.0,71,2.3513752571634776,17.0,1,1014.68,4,1,6.0,0,1
17.0,77,2.5257286443082556,46.0,3,1011.69,2,3,5.5,0,1
-12.0,70,3.481240089335692,99.0,1,994.49,10,3,3.0,1,3
44.0,60,2.3978952727983707,17.0,1,1019.82,9,3,6.5,0,0
10.0,92,1.791759469228055,56.0,3,1006.85,2,2,1.5,1,2
-10.0,71,2.6026896854443837,67.0,1,992.89,0,3,4.0,2,3
3.0,91,2.917770732084279,94.0,3,998.51,0,3,1.5,1,3
28.0,63,2.6741486494265287,93.0,3,994.29,2,2,3.0,2,2
16.0,70,2.772588722239781,59.0,3,996.48,0,0,4.0,0,2
1.0,85,1.6094379124341003,59.0,3,983.49,1,3,3.5,1,3
22.0,51,2.0794415416798357,27.0,1,1014.24,3,2,5.0,1,1
30.0,54,0.6931471805599453,19.0,0,1018.26,5,3,7.5,2,0
10.0,81,2.5257286443082556,75.0,1,1006.82,3,1,3.5,1,2
2.0,75,1.252762968495368,74.0,3,998.57,1,3,2.5,1,3
23.0,51,1.252762968495368,1.0,0,1018.72,9,3,5.5,2,0
21.0,60,1.252762968495368,2.0,0,1018.96,10,0,6.5,1,0
19.0,74,2.1400661634962708,92.0,3,993.95,0,0,2.0,2,2
26.0,76,1.252762968495368,40.0,1,1000.01,4,0,6.5,0,1
-1.0,79,3.044522437723423,70.0,3,997.21,1,3,4.5,2,3
-1.0,60,0.9162907318741551,62.0,3,982.73,0,3,3.0,2,3
10.0,83,2.5257286443082556,72.0,3,1005.5,1,1,3.5,0,2
17.0,81,2.9444389791664403,89.0,1,995.4,2,1,1.5,1,2
25.0,57,1.7047480922384253,24.0,1,1006.4,4,3,8.5,0,1
20.0,32,2.0794415416798357,5.0,0,1019.85,9,2,6.0,0,0
40.0,37,2.2512917986064953,2.0,0,1025.95,11,0,5.5,2,0
14.0,69,1.0986122886681098,23.0,3,1013.26,1,2,5.0,2,1
1.0,96,2.6741486494265287,81.0,3,982.25,0,3,3.0,1,3
42.0,33,1.0986122886681098,14.0,0,1015.7,5,2,9.0,1,0
12.0,97,2.6390573296152584,60.0,3,1019.8,0,3,3.0,0,2
-4.0,94,2.833213344056216,85.0,3,981.71,1,3,2.5,1,3
27.0,38,1.7047480922384253,0.0,0,1021.59,9,2,8.0,2,0
11.0,72,2.8622008809294686,103.0,3,1001.75,2,2,9.5,0,1
20.0,57,2.3513752571634776,5.0,1,1028.05,5,3,5.5,0,0
43.0,102,0.6931471805599453,88.0,0,1027.93,4,3,10.0,1,0
4.0,60,2.9444389791664403,63.0,3,987.74,1,3,5.0,1,3
30.0,61,2.0794415416798357,17.0,3,1002.87,3,0,9.0,2,1
13.0,55,2.4849066497880004,17.0,3,1000.1,4,3,5.5,0,1
41.0,20,1.7047480922384253,2.0,0,1021.26,5,0,6.0,2,0
-5.0,79,1.0986122886681098,61.0,3,982.37,1,3,5.0,2,3
39.0,55,2.1400661634962708,0.0,0,1011.05,5,1,7.0,1,0
-1.0,94,2.8622008809294686,75.0,1,983.34,1,3,1.0,1,3
32.0,34,1.252762968495368,10.0,0,1018.8,11,2,9.5,2,0
13.0,60,0.9162907318741551,31.0,3,1006.12,4,2,6.5,0,1
34.0,57,1.9459101490553132,39.0,3,1007.32,3,0,6.5,0,1
33.0,55,2.4423470353692043,42.0,3,1017.01,4,2,7.0,1,1
37.0,29,1.5040773967762742,10.0,0,1016.42,9,2,8.5,0,0
33.0,78,1.8718021769015913,92.0,1,994.83,0,1,1.5,2,2
12.0,76,2.5257286443082556,89.0,3,1013.18,1,3,2.5,0,2
1.0,96,2.740840023925201,65.0,3,985.89,1,3,3.0,1,3
25.0,75,2.302585092994046,13.0,3,1010.59,2,1,5.5,0,1
29.0,54,2.302585092994046,14.0,0,1022.36,11,1,9.0,2,0
31.0,42,2.0794415416798357,16.0,0,1029.16,10,2,8.5,2,0
16.0,85,3.0204248861443626,52.0,3,995.61,2,2,3.0,0,2
30.0,51,1.9459101490553132,15.0,0,1012.33,8,1,5.0,2,0
23.0,95,3.1986731175506815,83.0,1,1003.38,7,1,6.5,1,1
1.0,91,2.6390573296152584,80.0,1,990.88,1,3,3.0,1,3
30.0,41,1.8718021769015913,5.0,0,1021.61,10,2,9.5,1,0
35.0,42,1.7047480922384253,10.0,0,1016.98,7,0,7.0,2,0
20.0,22,2.1972245773362196,17.0,0,1025.34,11,2,5.5,0,0
-9.0,71,2.6390573296152584,70.0,3,995.26,0,3,5.0,2,3
1.0,61,1.252762968495368,89.0,3,993.16,1,3,3.5,1,3
21.0,53,1.5040773967762742,11.0,1,1024.94,8,0,9.5,0,0
11.0,69,2.0794415416798357,28.0,1,1006.53,1,3,7.0,1,1
26.0,63,1.9459101490553132,65.0,3,991.68,1,2,3.0,1,2
11.0,76,3.0204248861443626,92.0,1,999.56,1,1,4.0,2,2
-7.0,99,2.6390573296152584,58.0,1,983.05,1,3,1.0,2,3
15.0,52,2.2512917986064953,41.0,3,1000.77,3,3,8.0,1,1
18.0,66,2.1400661634962708,44.0,3,1005.03,3,2,6.0,2,1
4.0,97,2.9444389791664403,58.0,1,980.6,0,3,1.0,2,3
30.0,61,2.70805020110221,67.0,1,1002.87,0,1,4.5,0,2
34.0,76,1.252762968495368,41.0,3,1001.27,3,3,8.0,2,1
62.0,91,2.3513752571634776,79.0,3,1002.43,11,0,6.5,2,1
1.0,72,2.4423470353692043,89.0,3,997.46,0,3,1.5,1,3
14.0,96,2.6741486494265287,54.0,3,1017.92,3,0,5.0,0,2
-2.0,60,2.6026896854443837,69.0,1,988.85,1,3,4.0,1,3
17.0,66,2.0149030205422647,21.0,1,1014.07,4,1,5.5,2,1
24.0,53,0.6931471805599453,40.0,3,1019.95,3,2,8.5,2,1
0.0,97,2.70805020110221,66.0,3,999.94,1,3,2.0,2,3
41.0,28,1.791759469228055,5.0,0,1014.67,7,3,9.5,2,0
20.0,68,0.6931471805599453,42.0,1,1010.27,4,1,5.5,1,1
1.0,64,3.0204248861443626,52.0,3,992.43,1,3,3.5,1,3
1.0,91,2.4849066497880004,80.0,3,981.37,0,3,3.0,1,3
43.0,101,2.3978952727983707,100.0,0,1023.74,9,3,11.0,2,0
43.0,67,2.302585092994046,1.0,0,1021.86,6,0,8.5,0,0
14.0,82,2.995732273553991,78.0,3,1006.01,0,2,3.0,1,2
33.0,61,2.0149030205422647,19.0,1,1029.49,6,1,7.5,1,0
26.0,89,2.0149030205422647,81.0,3,999.23,0,2,3.0,2,2
-3.0,85,2.6741486494265287,53.0,3,992.51,0,3,1.0,1,3
15.0,85,3.0204248861443626,51.0,1,1002.6,3,0,2.5,1,2
30.0,76,2.5257286443082556,42.0,1,1007.52,2,1,5.5,2,1
-16.0,77,3.1570004211501135,75.0,3,985.52,13,3,3.0,1,3
-4.0,92,2.6741486494265287,99.0,3,982.61,0,3,1.0,2,3
-20.0,89,2.6026896854443837,106.0,3,990.89,5,3,1.0,2,3
38.0,88,3.0204248861443626,85.0,1,1009.03,0,0,4.5,1,1
31.0,60,2.2512917986064953,30.0,1,1001.67,2,1,6.5,1,1
24.0,73,2.0794415416798357,87.0,3,1006.09,0,3,2.0,0,2
15.0,76,2.302585092994046,81.0,3,1019.12,1,3,4.5,1,2
34.0,57,1.3862943611198906,1.0,0,1022.08,9,1,7.5,2,0
0.0,60,2.6390573296152584,97.0,3,987.93,0,3,1.5,1,3
36.0,86,2.970414465569701,76.0,1,1009.0,9,3,5.0,2,1
-9.0,98,1.252762968495368,61.0,1,994.1,1,3,2.0,1,3
32.0,40,1.3862943611198906,29.0,1,1035.69,9,1,8.0,2,3
20.0,98,2.8622008809294686,55.0,3,1017.84,0,0,1.0,0,2
12.0,69,1.9459101490553132,90.0,3,1005.47,2,2,1.5,2,2
15.0,89,2.6390573296152584,58.0,3,999.24,3,1,4.5,2,2
1.0,67,1.3862943611198906,76.0,1,986.57,0,3,4.0,2,3
37.0,47,0.6931471805599453,2.0,0,1012.77,7,1,6.5,2,0
-4.0,76,1.3862943611198906,91.0,3,991.95,1,3,3.0,2,3
-10.0,75,2.3513752571634776,71.0,3,986.43,0,3,4.0,1,3
17.0,84,2.6741486494265287,86.0,3,1005.84,3,2,3.5,0,2
19.0,102,2.6390573296152584,80.0,0,1013.43,12,1,2.0,2,0
-14.0,37,2.4423470353692043,63.0,1,965.66,3,0,12.5,1,2
21.0,67,1.7047480922384253,5.0,1,1010.8,6,0,6.0,0,0
-1.0,78,2.4849066497880004,95.0,3,999.15,0,3,4.0,2,3
-9.0,72,1.9459101490553132,66.0,3,993.68,1,3,4.0,2,3
33.0,78,2.4849066497880004,32.0,3,1008.82,4,1,7.0,1,1
29.0,93,2.2512917986064953,74.0,3,1013.89,0,2,4.5,0,2
-7.0,75,2.6026896854443837,94.0,3,981.44,0,3,3.5,1,3
4.0,81,1.252762968495368,93.0,1,985.74,1,3,4.0,2,3
32.0,94,2.6390573296152584,80.0,3,992.52,2,1,3.5,1,2
26.0,64,2.1972245773362196,4.0,0,1020.86,9,1,9.5,1,0
24.0,39,2.0149030205422647,2.0,0,1017.18,5,2,5.0,0,0
1.0,88,1.252762968495368,70.0,3,998.54,1,3,2.0,2,3
46.0,31,2.1400661634962708,84.0,1,1019.4,6,2,7.5,0,2
9.0,83,3.0204248861443626,91.0,3,999.89,10,3,1.0,0,2
17.0,56,2.6741486494265287,17.0,3,1017.46,2,2,7.5,2,1
-1.0,62,2.970414465569701,58.0,3,998.65,0,3,2.0,2,3
27.0,102,1.8718021769015913,74.0,1,1016.58,6,0,6.0,1,1
-3.0,77,2.803360380906535,51.0,3,999.67,0,3,2.5,1,3
2.0,96,2.2512917986064953,65.0,1,999.35,0,3,3.0,2,3
27.0,21,1.8718021769015913,15.0,1,1012.32,11,2,8.0,0,0
-5.0,96,1.6094379124341003,84.0,3,995.31,0,3,1.5,2,3
-3.0,62,1.8718021769015913,96.0,3,985.36,0,3,1.5,1,3
14.0,76,2.917770732084279,55.0,3,992.56,1,2,3.0,2,2
22.0,63,2.0149030205422647,58.0,3,1007.89,1,2,3.0,2,2
20.0,60,1.791759469228055,91.0,1,1008.09,0,0,3.0,0,2
33.0,75,0.6931471805599453,44.0,1,1014.29,2,3,7.5,2,1
29.0,92,2.5649493574615367,50.0,3,995.57,1,0,2.0,1,2
29.0,71,2.4423470353692043,16.0,3,1000.38,1,3,5.5,1,1
31.0,71,1.3862943611198906,36.0,3,1010.9,4,3,6.5,1,1
31.0,58,2.772588722239781,46.0,3,1001.9,4,2,5.5,2,1
43.0,30,1.0986122886681098,7.0,0,1021.85,7,3,7.0,0,0
30.0,99,2.995732273553991,83.0,1,1001.66,11,2,7.5,2,1
1.0,85,3.2771447329921766,97.0,3,994.18,9,3,3.5,2,3
5.0,79,3.332204510175204,93.0,3,988.84,2,3,2.0,1,3
29.0,22,0.9162907318741551,2.0,1,1023.99,8,0,5.0,0,0
-7.0,61,2.6390573296152584,51.0,3,996.67,0,3,3.5,1,3
38.0,88,3.1986731175506815,78.0,3,1002.81,6,3,6.5,1,1
-9.0,71,2.740840023925201,84.0,1,991.36,1,3,2.0,2,3
14.0,61,2.2512917986064953,54.0,3,1015.06,3,2,4.0,1,2
14.0,83,2.803360380906535,77.0,3,1002.25,3,1,4.0,1,2
26.0,68,2.3513752571634776,18.0,1,1014.65,5,2,8.0,2,0
10.0,85,2.6741486494265287,66.0,3,996.77,1,1,2.0,2,2
16.0,88,2.6026896854443837,53.0,3,994.58,2,0,1.5,0,2
7.0,85,3.8501476017100584,87.0,3,980.92,9,3,5.5,1,3
35.0,67,2.0794415416798357,15.0,0,1024.13,7,1,7.5,1,0
30.0,78,2.803360380906535,93.0,3,996.39,3,3,3.5,1,2
46.0,69,1.252762968495368,22.0,2,1026.01,3,3,5.0,1,3
19.0,76,1.7047480922384253,29.0,3,1009.03,3,1,7.0,2,1
33.0,63,2.0794415416798357,98.0,1,992.89,0,3,3.0,2,2
27.0,85,2.5257286443082556,63.0,3,1004.88,0,2,4.5,0,2
55.0,84,2.995732273553991,71.0,0,1020.1,5,1,7.5,2,0
27.0,69,1.0986122886681098,38.0,1,1012.33,3,2,5.0,0,1
27.0,52,2.740840023925201,29.0,3,1001.3,2,0,6.5,0,1
-7.0,77,0.9162907318741551,66.0,3,991.73,0,3,4.0,1,3
24.0,96,2.772588722239781,96.0,3,1006.18,1,3,1.5,2,2
-1.0,76,1.0986122886681098,84.0,3,997.02,1,3,1.0,2,3
-5.0,73,2.0149030205422647,90.0,3,986.96,1,3,4.0,2,3
-10.0,86,3.044522437723423,68.0,3,993.28,1,3,4.5,1,3
19.0,91,2.772588722239781,61.0,3,1016.72,3,1,2.5,2,2
29.0,21,1.252762968495368,19.0,0,1012.75,6,3,8.5,1,0
7.0,90,3.044522437723423,94.0,3,1008.08,11,0,2.0,2,2
10.0,98,3.258096538021482,104.0,1,1016.82,2,2,1.5,2,2
25.0,68,1.5040773967762742,6.0,0,1016.07,11,0,8.0,1,0
34.0,55,0.9162907318741551,12.0,0,1027.21,11,0,10.0,2,0
27.0,72,0.6931471805599453,29.0,3,1003.38,1,0,6.0,0,1
22.0,60,3.0204248861443626,79.0,3,998.11,3,2,4.0,1,2
24.0,81,2.833213344056216,102.0,3,1004.86,4,2,4.5,1,1
32.0,78,2.833213344056216,52.0,3,997.01,3,2,3.5,0,2
34.0,78,2.4849066497880004,71.0,3,996.85,3,1,4.5,2,2
-4.0,76,3.0204248861443626,97.0,3,986.84,1,3,2.5,2,3
27.0,63,2.302585092994046,72.0,3,1000.61,0,1,4.0,0,2
-11.0,107,2.803360380906535,96.0,3,990.58,12,3,1.5,1,3
17.0,100,3.1570004211501135,103.0,3,995.95,3,3,1.5,0,2
40.0,54,1.8718021769015913,1.0,0,1012.63,10,0,10.0,2,0
26.0,87,2.833213344056216,62.0,3,1009.56,3,2,2.5,1,2
41.0,62,1.791759469228055,3.0,0,1025.98,9,2,5.5,2,0
23.0,38,2.1972245773362196,5.0,1,1024.54,11,1,7.5,0,0
11.0,69,2.5257286443082556,52.0,1,1017.58,2,0,3.5,2,2
11.0,65,2.3513752571634776,92.0,3,1012.44,1,1,2.5,1,2
33.0,86,2.1400661634962708,69.0,1,993.1,1,3,5.0,0,2
4.0,84,2.2512917986064953,72.0,3,993.53,0,3,4.0,2,3
-7.0,94,2.772588722239781,54.0,3,994.51,1,3,1.5,2,3
27.0,59,1.9459101490553132,0.0,0,1015.53,10,2,7.0,0,0
23.0,57,0.6931471805599453,14.0,0,1018.4,11,0,9.0,1,0
32.0,61,2.4849066497880004,26.0,3,1007.59,2,1,6.5,0,1
39.0,22,1.6094379124341003,13.0,1,1016.5,7,0,5.5,1,0
32.0,86,2.5649493574615367,65.0,3,990.41,2,0,4.0,0,2
44.0,73,3.1780538303479458,77.0,1,1014.05,7,2,6.5,2,1
25.0,79,2.4423470353692043,11.0,3,1004.03,4,0,7.5,1,1
1.0,84,0.6931471805599453,72.0,3,989.89,0,3,4.5,2,3
13.0,53,2.2512917986064953,33.0,2,1005.78,5,0,10.5,2,1
25.0,68,1.6094379124341003,32.0,1,1009.22,2,1,5.5,0,1
32.0,50,2.3513752571634776,4.0,0,1014.8,5,2,6.5,0,0
43.0,63,1.0986122886681098,16.0,0,1026.88,10,0,5.0,2,0
18.0,101,2.9444389791664403,97.0,1,1023.5,5,2,3.0,0,0
-7.0,92,2.1400661634962708,56.0,1,995.37,0,3,1.5,1,3
67.0,86,2.1972245773362196,92.0,0,1029.38,1,0,5.5,1,0
-5.0,68,2.833213344056216,53.0,3,992.35,1,3,3.5,2,3
23.0,73,2.3978952727983707,90.0,1,1006.81,1,2,2.0,2,2
21.0,71,1.791759469228055,98.0,1,1000.06,0,0,4.5,0,2
48.0,103,3.091042453358316,92.0,1,1013.95,8,1,2.5,1,1
21.0,26,1.8718021769015913,75.0,2,1010.06,2,0,6.0,0,1
0.0,69,1.5040773967762742,73.0,3,980.46,0,3,1.5,1,3
26.0,64,1.7047480922384253,23.0,1,1002.01,2,0,5.5,0,1
28.0,47,1.9459101490553132,11.0,0,1029.11,7,3,6.0,2,0
-7.0,69,2.740840023925201,74.0,1,986.83,1,3,3.5,1,3
40.0,64,2.1972245773362196,5.0,1,1010.18,6,2,5.0,1,0
15.0,76,0.6931471805599453,31.0,1,1006.98,4,0,7.0,0,1
10.0,70,2.8903717578961645,57.0,1,994.93,3,2,5.0,2,2
18.0,88,2.0794415416798357,65.0,3,995.42,2,1,2.0,0,2
29.0,96,2.5257286443082556,79.0,1,1013.23,0,0,1.0,1,2
41.0,55,1.6094379124341003,11.0,0,1015.43,11,3,6.5,0,0
2.0,89,2.740840023925201,65.0,3,995.91,1,3,4.0,2,3
36.0,37,1.8718021769015913,0.0,0,1024.56,7,2,9.5,0,0
36.0,69,1.5040773967762742,13.0,1,1011.37,10,1,5.5,2,0
33.0,74,2.0794415416798357,55.0,1,1016.64,3,1,2.5,1,2
-6.0,82,2.0149030205422647,76.0,3,983.94,1,3,2.5,1,3
-1.0,99,2.6026896854443837,65.0,3,992.26,0,3,4.0,2,3
2.0,76,1.6094379124341003,64.0,3,997.51,1,3,2.5,1,3
2.0,94,2.833213344056216,53.0,1,994.07,1,3,2.0,2,3
32.0,80,2.803360380906535,61.0,3,1012.02,0,3,4.0,0,2
31.0,42,1.8718021769015913,12.0,1,1017.8,6,3,5.5,1,0
29.0,90,2.970414465569701,57.0,3,1004.04,2,3,3.5,0,2
36.0,57,1.9459101490553132,7.0,0,1029.06,8,3,10.0,1,0
38.0,26,2.0149030205422647,15.0,0,1013.49,6,3,9.0,1,0
4.0,67,1.0986122886681098,87.0,1,989.93,0,3,2.5,2,3
21.0,86,2.9444389791664403,65.0,3,1001.12,3,3,2.5,1,2
0.0,82,2.970414465569701,88.0,3,989.19,0,3,1.0,2,3
11.0,73,2.1400661634962708,17.0,1,1004.39,2,0,7.5,0,1
18.0,95,2.0149030205422647,70.0,3,1001.9,3,2,4.0,0,2
20.0,51,0.6931471805599453,5.0,0,1021.11,6,3,5.0,0,0
-6.0,66,3.044522437723423,61.0,3,981.8,0,3,1.0,1,3
-6.0,24,2.302585092994046,47.0,1,1047.84,1,2,6.5,2,0
-6.0,66,2.0794415416798357,95.0,3,992.79,0,3,3.0,1,3
22.0,91,2.4849066497880004,55.0,3,1001.55,3,1,4.5,2,2
-4.0,90,2.3978952727983707,62.0,3,995.39,1,3,5.0,2,3
20.0,65,1.3862943611198906,4.0,0,1013.44,7,0,6.0,0,0
25.0,39,2.0149030205422647,4.0,0,1020.51,7,2,9.5,2,0
44.0,58,1.5040773967762742,14.0,0,1027.14,5,3,8.5,2,0
19.0,74,2.302585092994046,75.0,3,1004.9,2,0,1.5,0,2
22.0,89,1.9459101490553132,76.0,3,1015.07,1,2,2.0,1,2
20.0,24,1.791759469228055,15.0,1,1015.21,9,0,7.0,0,0
12.0,60,2.1972245773362196,32.0,3,1017.74,3,0,8.0,1,1
34.0,42,1.5040773967762742,18.0,0,1027.21,11,1,7.5,0,0
39.0,53,1.0986122886681098,2.0,0,1023.73,5,3,9.0,2,0
40.0,54,2.1400661634962708,5.0,0,1016.0,10,0,6.0,2,0
-7.0,78,3.1570004211501135,90.0,3,991.29,4,3,1.5,1,3
-2.0,74,1.9459101490553132,67.0,3,986.08,1,3,3.0,1,3
-7.0,66,2.6026896854443837,78.0,3,991.7,1,3,5.0,1,3
20.0,67,2.6390573296152584,15.0,3,1010.2,2,1,5.0,1,1
63.0,70,3.1570004211501135,81.0,1,1015.23,2,1,8.5,2,1
23.0,25,1.252762968495368,12.0,1,1012.08,8,0,6.5,1,0
-2.0,101,2.5649493574615367,75.0,3,989.34,8,3,3.5,1,3
-1.0,63,2.6741486494265287,91.0,3,997.24,1,3,5.0,1,3
22.0,74,2.970414465569701,106.0,3,990.13,9,2,0.5,0,2
-8.0,88,2.5257286443082556,52.0,3,984.01,1,3,2.0,1,3
-3.0,84,0.9162907318741551,62.0,3,987.14,0,3,3.5,2,3
42.0,103,1.0986122886681098,80.0,3,1015.23,6,3,5.5,2,1
11.0,79,2.6741486494265287,59.0,1,995.65,0,2,2.0,0,2
24.0,94,2.8903717578961645,80.0,3,997.64,0,0,1.0,2,2
32.0,54,2.4849066497880004,46.0,3,1009.87,2,0,7.0,1,1
44.0,65,1.3862943611198906,19.0,1,1023.68,5,0,8.0,0,0
2.0,93,2.8622008809294686,74.0,3,984.55,0,3,3.5,2,3
41.0,46,1.6094379124341003,17.0,0,1029.29,11,1,9.5,1,0
24.0,54,1.3862943611198906,23.0,1,1013.48,2,1,7.5,1,1
26.0,70,2.3513752571634776,97.0,3,1012.6,2,2,3.0,1,2
4.0,90,2.917770732084279,53.0,3,985.0,1,3,2.0,1,3
27.0,28,2.0149030205422647,15.0,1,1024.17,10,3,8.0,0,0
32.0,78,2.1972245773362196,59.0,3,993.87,2,2,2.0,1,2
13.0,67,2.4849066497880004,38.0,3,1018.08,3,2,6.0,1,1
23.0,54,1.9459101490553132,4.0,0,1013.62,11,1,6.0,0,0
30.0,90,2.995732273553991,57.0,3,1013.37,3,0,1.0,0,2
20.0,77,2.2512917986064953,97.0,3,998.6,2,2,3.5,0,2
-2.0,97,2.6390573296152584,95.0,3,999.59,0,3,4.5,1,3
28.0,45,2.1400661634962708,1.0,0,1019.2,9,0,5.0,1,0
23.0,87,1.9459101490553132,78.0,1,1002.02,2,3,1.5,0,2
34.0,61,0.9162907318741551,48.0,3,1004.8,4,1,6.5,2,1
34.0,36,1.3862943611198906,2.0,0,1023.66,9,0,9.0,0,0
32.0,51,1.0986122886681098,7.0,1,1019.44,11,1,8.0,2,0
